Account,Risk_Score,Risk_Reasons,Smurfing_Flag,Mule_Flag,Known_Laundering_Account,Risk_Level,Suspicious_Flag
800944920,0,,False,False,False,Low,False
800940690,0,,False,False,False,Low,False
805A520A0,0,,False,False,False,Low,False
80DA94B70,20,High total outgoing amount,False,False,False,Low,False
8034759D0,0,,False,False,False,Low,False
8023B1FE0,0,,False,False,False,Low,False
8006A3750,0,,False,False,False,Low,False
8064F31E0,0,,False,False,False,Low,False
80DA9A520,0,,False,False,False,Low,False
80DAA2720,0,,False,False,False,Low,False
803489860,20,High total outgoing amount,False,False,False,Low,False
800931590,0,,False,False,False,Low,False
80DA592E0,0,,False,False,False,Low,False
806459300,0,,False,False,False,Low,False
80DA57030,0,,False,False,False,Low,False
806610660,20,High total outgoing amount,False,False,False,Low,False
80672B0E0,20,High total outgoing amount,False,False,False,Low,False
801267240,20,High total outgoing amount,False,False,False,Low,False
8066D7510,0,,False,False,False,Low,False
803333A90,0,,False,False,False,Low,False
803367ED0,0,,False,False,False,Low,False
80089B730,0,,False,False,False,Low,False
8066BB040,0,,False,False,False,Low,False
8066AF480,0,,False,False,False,Low,False
800A94890,20,High total outgoing amount,False,False,False,Low,False
80DA4A290,20,High total outgoing amount,False,False,False,Low,False
806636010,0,,False,False,False,Low,False
80DA4D850,0,,False,False,False,Low,False
80DA4DD80,20,High total outgoing amount,False,False,False,Low,False
80339EF70,0,,False,False,False,Low,False
80DA52F70,0,,False,False,False,Low,False
8033A2E50,20,High total outgoing amount,False,False,False,Low,False
80DB5CED0,0,,False,False,False,Low,False
806456C90,0,,False,False,False,Low,False
80644F6D0,0,,False,False,False,Low,False
8063F3B00,0,,False,False,False,Low,False
80DAFBBB0,0,,False,False,False,Low,False
80DB233E0,20,High total outgoing amount,False,False,False,Low,False
8063E8D00,0,,False,False,False,Low,False
8063E7660,0,,False,False,False,Low,False
800906530,0,,False,False,False,Low,False
8063D5990,0,,False,False,False,Low,False
80DB481B0,0,,False,False,False,Low,False
8011B6DE0,0,,False,False,False,Low,False
801EDDB10,0,,False,False,False,Low,False
80DB4A5F0,0,,False,False,False,Low,False
80DB4A5A0,0,,False,False,False,Low,False
8063CC9D0,0,,False,False,False,Low,False
8063CF740,0,,False,False,False,Low,False
80DB502B0,0,,False,False,False,Low,False
80DB51980,20,High total outgoing amount,False,False,False,Low,False
8063C9330,0,,False,False,False,Low,False
8034ACC10,0,,False,False,False,Low,False
8064550D0,0,,False,False,False,Low,False
8034A63C0,0,,False,False,False,Low,False
80DAE3F60,20,High total outgoing amount,False,False,False,Low,False
8001E4BD0,20,High total outgoing amount,False,False,False,Low,False
80606A850,0,,False,False,False,Low,False
806444DD0,0,,False,False,False,Low,False
8064421A0,20,High total outgoing amount,False,False,False,Low,False
8008F4F60,0,,False,False,False,Low,False
8009150C0,0,,False,False,False,Low,False
80090A430,0,,False,False,False,Low,False
806419980,0,,False,False,False,Low,False
803498100,0,,False,False,False,Low,False
8064111A0,0,,False,False,False,Low,False
80DA947E0,0,,False,False,False,Low,False
80DAD2510,0,,False,False,False,Low,False
80DAE03E0,0,,False,False,False,Low,False
804791C60,0,,False,False,False,Low,False
8034A79F0,0,,False,False,False,Low,False
80DAE3430,0,,False,False,False,Low,False
80DAE3D20,0,,False,False,False,Low,False
80DC59B00,0,,False,False,False,Low,False
8062B4060,0,,False,False,False,Low,False
80D0F8BA0,0,,False,False,False,Low,False
8061206C0,0,,False,False,False,Low,False
80610CB40,0,,False,False,False,Low,False
80DE6AED0,0,,False,False,False,Low,False
80DE6BDE0,20,High total outgoing amount,False,False,False,Low,False
80DE6EB60,0,,False,False,False,Low,False
801229CD0,20,High total outgoing amount,False,False,False,Low,False
80DE71D90,20,High total outgoing amount,False,False,False,Low,False
80B6E5FB0,20,High total outgoing amount,False,False,False,Low,False
8060E5900,0,,False,False,False,Low,False
8007BFCF0,0,,False,False,False,Low,False
80DE863F0,0,,False,False,False,Low,False
8060D9BA0,0,,False,False,False,Low,False
8036CD2F0,20,High total outgoing amount,False,False,False,Low,False
8004FBB90,20,High total outgoing amount,False,False,False,Low,False
80DE8EE60,0,,False,False,False,Low,False
8016FAD70,0,,False,False,False,Low,False
805D09AF0,0,,False,False,False,Low,False
8007D0EF0,20,High total outgoing amount,False,False,False,Low,False
80606F3A0,0,,False,False,False,Low,False
8000EEE10,20,High total outgoing amount,False,False,False,Low,False
80DE47180,0,,False,False,False,Low,False
80BD425E0,0,,False,False,False,Low,False
80962CB00,0,,False,False,False,Low,False
8007DD5D0,0,,False,False,False,Low,False
80DDE4FC0,0,,False,False,False,Low,False
80DDF0700,0,,False,False,False,Low,False
806152FD0,0,,False,False,False,Low,False
8061508D0,0,,False,False,False,Low,False
806150110,0,,False,False,False,Low,False
801EE3920,20,High total outgoing amount,False,False,False,Low,False
8007D88F0,0,,False,False,False,Low,False
8007D89E0,0,,False,False,False,Low,False
801EEAEF0,0,,False,False,False,Low,False
80612B7A0,0,,False,False,False,Low,False
80DDEA170,0,,False,False,False,Low,False
80DE3D140,0,,False,False,False,Low,False
80DE4BB90,0,,False,False,False,Low,False
80362C9A0,0,,False,False,False,Low,False
80607F3C0,0,,False,False,False,Low,False
80606EE50,0,,False,False,False,Low,False
80DF10A30,0,,False,False,False,Low,False
80DF10A80,0,,False,False,False,Low,False
806059350,0,,False,False,False,Low,False
80DF8A2D0,0,,False,False,False,Low,False
80DFB30D0,0,,False,False,False,Low,False
806036010,0,,False,False,False,Low,False
80DFB9780,0,,False,False,False,Low,False
80377E2D0,0,,False,False,False,Low,False
800772BD0,0,,False,False,False,Low,False
80DFB5020,0,,False,False,False,Low,False
806049550,0,,False,False,False,Low,False
806047200,0,,False,False,False,Low,False
80076F700,0,,False,False,False,Low,False
8037936C0,20,High total outgoing amount,False,False,False,Low,False
806040080,0,,False,False,False,Low,False
80DFC90A0,0,,False,False,False,Low,False
803795860,0,,False,False,False,Low,False
8037553A0,20,High total outgoing amount,False,False,False,Low,False
80607D3F0,0,,False,False,False,Low,False
800A8C120,20,High total outgoing amount,False,False,False,Low,False
80DF10550,0,,False,False,False,Low,False
806066690,0,,False,False,False,Low,False
80214C370,0,,False,False,False,Low,False
805E90140,0,,False,False,False,Low,False
80DEA4B80,0,,False,False,False,Low,False
80DEA74B0,0,,False,False,False,Low,False
80373B4B0,0,,False,False,False,Low,False
801C26CE0,0,,False,False,False,Low,False
806098CF0,0,,False,False,False,Low,False
800D21D70,0,,False,False,False,Low,False
806085940,0,,False,False,False,Low,False
80DEBB700,0,,False,False,False,Low,False
801210890,20,High total outgoing amount,False,False,False,Low,False
80374FE50,20,High total outgoing amount,False,False,False,Low,False
80072F300,0,,False,False,False,Low,False
8021D8940,0,,False,False,False,Low,False
80DF14B10,0,,False,False,False,Low,False
80079DB80,0,,False,False,False,Low,False
80DDBDF90,0,,False,False,False,Low,False
800756F20,20,High total outgoing amount,False,False,False,Low,False
80DDBA0F0,20,High total outgoing amount,False,False,False,Low,False
80086D840,0,,False,False,False,Low,False
805C82650,0,,False,False,False,Low,False
805E8B720,0,,False,False,False,Low,False
805F287C0,20,High total outgoing amount,False,False,False,Low,False
801EECC30,0,,False,False,False,Low,False
80612ABF0,20,High total outgoing amount,False,False,False,Low,False
80DCB2800,0,,False,False,False,Low,False
80DC6CB10,0,,False,False,False,Low,False
806204FF0,20,High total outgoing amount,False,False,False,Low,False
806204080,0,,False,False,False,Low,False
80DCAF350,0,,False,False,False,Low,False
8061FB1B0,0,,False,False,False,Low,False
801EF5DD0,20,High total outgoing amount,False,False,False,Low,False
8061F2CC0,0,,False,False,False,Low,False
80DCE68B0,0,,False,False,False,Low,False
80DCE6CA0,0,,False,False,False,Low,False
800C52320,20,High total outgoing amount,False,False,False,Low,False
80DCA06D0,0,,False,False,False,Low,False
8061EC120,20,High total outgoing amount,False,False,False,Low,False
801E8B1F0,20,High total outgoing amount,False,False,False,Low,False
80DC8E520,0,,False,False,False,Low,False
800886730,0,,False,False,False,Low,False
802127090,0,,False,False,False,Low,False
806299CB0,0,,False,False,False,Low,False
80DC6DF70,0,,False,False,False,Low,False
80087D5D0,20,High total outgoing amount,False,False,False,Low,False
8062525B0,0,,False,False,False,Low,False
806254A20,0,,False,False,False,Low,False
80DC7FCF0,20,High total outgoing amount,False,False,False,Low,False
800906580,0,,False,False,False,Low,False
80DC87120,0,,False,False,False,Low,False
80624FB70,0,,False,False,False,Low,False
806243280,0,,False,False,False,Low,False
801EE1C80,0,,False,False,False,Low,False
80DC92960,0,,False,False,False,Low,False
8059948A0,20,High total outgoing amount,False,False,False,Low,False
8061E9FA0,0,,False,False,False,Low,False
8061E0A00,0,,False,False,False,Low,False
80DCFDAC0,20,High total outgoing amount,False,False,False,Low,False
800826220,20,High total outgoing amount,False,False,False,Low,False
8061AE010,20,High total outgoing amount,False,False,False,Low,False
80073A740,20,High total outgoing amount,False,False,False,Low,False
803620E40,0,,False,False,False,Low,False
801F62550,20,High total outgoing amount,False,False,False,Low,False
8061A29B0,0,,False,False,False,Low,False
803622560,0,,False,False,False,Low,False
80B9B81D0,0,,False,False,False,Low,False
80DD4AEC0,0,,False,False,False,Low,False
80619D250,20,High total outgoing amount,False,False,False,Low,False
80619B1B0,20,High total outgoing amount,False,False,False,Low,False
80DD8F710,0,,False,False,False,Low,False
806196020,0,,False,False,False,Low,False
80DD98BC0,0,,False,False,False,Low,False
80D03FF80,0,,False,False,False,Low,False
80DDB1010,20,High total outgoing amount,False,False,False,Low,False
80618B9B0,20,High total outgoing amount,False,False,False,Low,False
803618170,0,,False,False,False,Low,False
800803C60,0,,False,False,False,Low,False
803618080,0,,False,False,False,Low,False
800804BA0,0,,False,False,False,Low,False
8035F8B80,0,,False,False,False,Low,False
8061CDED0,20,High total outgoing amount,False,False,False,Low,False
8061CB940,0,,False,False,False,Low,False
807C10980,20,High total outgoing amount,False,True,False,Low,True
80618D190,0,,False,False,False,Low,False
80619AB60,0,,False,False,False,Low,False
80DD0A4E0,0,,False,False,False,Low,False
800D76B90,0,,False,False,False,Low,False
8061C2C40,0,,False,False,False,Low,False
805591880,20,High total outgoing amount,False,False,False,Low,False
8033F2450,0,,False,False,False,Low,False
8036120F0,20,High total outgoing amount,False,False,False,Low,False
80081CD80,0,,False,False,False,Low,False
8046B0F20,20,High total outgoing amount,False,False,False,Low,False
800FF12C0,0,,False,False,False,Low,False
803614960,20,High total outgoing amount,False,False,False,Low,False
8047C8CB0,0,,False,False,False,Low,False
800DE3000,0,,False,False,False,Low,False
80C8111B0,0,,False,False,False,Low,False
801DFC7D0,0,,False,False,False,Low,False
80903FAD0,0,,False,False,False,Low,False
80903E900,0,,False,False,False,Low,False
80903DEC0,0,,False,False,False,Low,False
801465E30,0,,False,False,False,Low,False
80AD80370,0,,False,False,False,Low,False
801469590,0,,False,False,False,Low,False
80085B340,0,,False,False,False,Low,False
809039E10,0,,False,False,False,Low,False
8076F9330,20,High total outgoing amount,False,False,False,Low,False
80AD8D390,0,,False,False,False,Low,False
809039BE0,0,,False,False,False,Low,False
80146AC00,0,,False,False,False,Low,False
801E18D60,0,,False,False,False,Low,False
808FFFE60,0,,False,False,False,Low,False
80ADCD730,0,,False,False,False,Low,False
8014699F0,20,High total outgoing amount,False,False,False,Low,False
80AD7AB50,0,,False,False,False,Low,False
80ADDC180,0,,False,False,False,Low,False
80AD731E0,20,High total outgoing amount,False,False,False,Low,False
80AD72980,0,,False,False,False,Low,False
8011EEF50,20,High total outgoing amount,False,False,False,Low,False
809105E10,0,,False,False,False,Low,False
806AC6C10,20,High total outgoing amount,False,False,False,Low,False
801DA99A0,0,,False,False,False,Low,False
809100660,0,,False,False,False,Low,False
801481740,0,,False,False,False,Low,False
804A91B60,20,High total outgoing amount,False,False,False,Low,False
80AD08170,20,High total outgoing amount,False,False,False,Low,False
80AD1C230,20,High total outgoing amount,False,False,False,Low,False
801DCD4D0,0,,False,False,False,Low,False
8090B3A20,0,,False,False,False,Low,False
8018CCBB0,0,,False,False,False,Low,False
80AD25480,0,,False,False,False,Low,False
80905D430,0,,False,False,False,Low,False
80AD6AB20,20,High total outgoing amount,False,False,False,Low,False
80AD6BE40,0,,False,False,False,Low,False
801473230,0,,False,False,False,Low,False
809176680,0,,False,False,False,Low,False
8084E66D0,0,,False,False,False,Low,False
801E15940,0,,False,False,False,Low,False
808E23BB0,20,High total outgoing amount,False,False,False,Low,False
80AE72240,20,High total outgoing amount,False,False,False,Low,False
8010EEE10,20,High total outgoing amount,False,False,False,Low,False
801E4B960,0,,False,False,False,Low,False
808DF56F0,0,,False,False,False,Low,False
801422F00,20,High total outgoing amount,False,False,False,Low,False
808E05FD0,20,High total outgoing amount,False,False,False,Low,False
80636A0C0,20,High total outgoing amount,False,False,False,Low,False
808E01AC0,0,,False,False,False,Low,False
80AE8D880,0,,False,False,False,Low,False
801E53E40,0,,False,False,False,Low,False
8021C97F0,20,High total outgoing amount,False,False,False,Low,False
80AE94400,0,,False,False,False,Low,False
801E55570,20,High total outgoing amount,False,False,False,Low,False
808DFE580,20,High total outgoing amount,False,False,False,Low,False
808DF8D00,0,,False,False,False,Low,False
801426380,20,High total outgoing amount,False,False,False,Low,False
80961AD20,0,,False,False,False,Low,False
807C518C0,20,High total outgoing amount,False,False,False,Low,False
801E31690,0,,False,False,False,Low,False
80ADE8AE0,0,,False,False,False,Low,False
808F73E10,0,,False,False,False,Low,False
80145CD30,20,High total outgoing amount,False,False,False,Low,False
808F6C290,20,High total outgoing amount,False,False,False,Low,False
80AD94340,20,High total outgoing amount,False,False,False,Low,False
8011DF220,0,,False,False,False,Low,False
808F639E0,0,,False,False,False,Low,False
80AD8EFF0,0,,False,False,False,Low,False
801E26010,0,,False,False,False,Low,False
801E2D0E0,0,,False,False,False,Low,False
80ADFBF20,0,,False,False,False,Low,False
801E2E010,0,,False,False,False,Low,False
80ADFB350,0,,False,False,False,Low,False
801E2E4D0,20,High total outgoing amount,False,False,False,Low,False
8014540E0,0,,False,False,False,Low,False
80AE1B020,0,,False,False,False,Low,False
80AE3A460,0,,False,False,False,Low,False
80AE49C40,0,,False,False,False,Low,False
805CE9810,0,,False,False,False,Low,False
80919E400,20,High total outgoing amount,False,False,False,Low,False
801476A50,0,,False,False,False,Low,False
801482160,0,,False,False,False,Low,False
80950B730,0,,False,False,False,Low,False
80AA07200,0,,False,False,False,Low,False
809509590,0,,False,False,False,Low,False
8094F9060,0,,False,False,False,Low,False
801C6C9B0,0,,False,False,False,Low,False
801535E40,0,,False,False,False,Low,False
802768AE0,20,High total outgoing amount,False,False,False,Low,False
8094F76F0,20,High total outgoing amount,False,False,False,Low,False
80AA1CFA0,20,High total outgoing amount,False,False,False,Low,False
80AA52EF0,20,High total outgoing amount,False,False,False,Low,False
801C74F50,0,,False,False,False,Low,False
8094D5690,0,,False,False,False,Low,False
8094C9850,0,,False,False,False,Low,False
80AA72290,20,High total outgoing amount,False,False,False,Low,False
809448840,0,,False,False,False,Low,False
801520B00,20,High total outgoing amount,False,False,False,Low,False
80A9E5E90,0,,False,False,False,Low,False
800F79B00,0,,False,False,False,Low,False
80A9EFAE0,20,High total outgoing amount,False,False,False,Low,False
80A977430,0,,False,False,False,Low,False
801C075F0,20,High total outgoing amount,False,False,False,Low,False
80A980270,20,High total outgoing amount,False,False,False,Low,False
801C076E0,0,,False,False,False,Low,False
80A983A60,0,,False,False,False,Low,False
809581ED0,0,,False,False,False,Low,False
80A993200,0,,False,False,False,Low,False
80957D470,0,,False,False,False,Low,False
806BA6E70,20,High total outgoing amount,False,False,False,Low,False
80A9D7100,20,High total outgoing amount,False,False,False,Low,False
80A9D71F0,0,,False,False,False,Low,False
8052D8EC0,20,High total outgoing amount,False,False,False,Low,False
801C28010,0,,False,False,False,Low,False
8013EC1D0,0,,False,False,False,Low,False
80A9DF220,0,,False,False,False,Low,False
80AC032E0,20,High total outgoing amount,False,False,False,Low,False
801C6A090,0,,False,False,False,Low,False
801508E40,20,High total outgoing amount,False,False,False,Low,False
8092EDA80,0,,False,False,False,Low,False
809297400,0,,False,False,False,Low,False
8014AFE70,0,,False,False,False,Low,False
80AB882C0,0,,False,False,False,Low,False
801494CD0,0,,False,False,False,Low,False
8082D1590,20,High total outgoing amount,False,False,False,Low,False
80925F920,0,,False,False,False,Low,False
809231F70,0,,False,False,False,Low,False
8092325B0,20,High total outgoing amount,False,False,False,Low,False
8007BB5A0,0,,False,False,False,Low,False
801D8E760,0,,False,False,False,Low,False
801D8D860,0,,False,False,False,Low,False
801435FD0,0,,False,False,False,Low,False
8091CF8C0,20,High total outgoing amount,False,False,False,Low,False
8091D07B0,0,,False,False,False,Low,False
80919DFA0,20,High total outgoing amount,False,False,False,Low,False
80147A420,0,,False,False,False,Low,False
80AB76400,20,High total outgoing amount,False,False,False,Low,False
80071F430,20,High total outgoing amount,False,False,False,Low,False
80AB75190,0,,False,False,False,Low,False
8009E1BE0,0,,False,False,False,Low,False
80150AF30,0,,False,False,False,Low,False
801C8DF20,0,,False,False,False,Low,False
809383C50,0,,False,False,False,Low,False
801509430,0,,False,False,False,Low,False
80AA930F0,0,,False,False,False,Low,False
80AAB3F20,20,High total outgoing amount,False,False,False,Low,False
8014D3C70,0,,False,False,False,Low,False
80013D2A0,20,High total outgoing amount,False,False,False,Low,False
809389610,0,,False,False,False,Low,False
801CB9E40,20,High total outgoing amount,False,False,False,Low,False
801CE06A0,0,,False,False,False,Low,False
80561C340,20,High total outgoing amount,False,False,False,Low,False
80AB1AEC0,0,,False,False,False,Low,False
80AB1C5C0,20,High total outgoing amount,False,False,False,Low,False
809321620,0,,False,False,False,Low,False
801D28340,20,High total outgoing amount,False,False,False,Low,False
8009E3C00,20,High total outgoing amount,False,False,False,Low,False
809312510,0,,False,False,False,Low,False
801416550,0,,False,False,False,Low,False
800D50150,0,,False,False,False,Low,False
80AEA9170,0,,False,False,False,Low,False
80132B560,0,,False,False,False,Low,False
808BA0520,0,,False,False,False,Low,False
80B110F70,0,,False,False,False,Low,False
8012F6120,0,,False,False,False,Low,False
8021A9150,20,High total outgoing amount,False,False,False,Low,False
80B156F90,0,,False,False,False,Low,False
808B3CA60,0,,False,False,False,Low,False
808AE1F00,20,High total outgoing amount,False,False,False,Low,False
80B161770,0,,False,False,False,Low,False
80B162E20,0,,False,False,False,Low,False
808A85CB0,20,High total outgoing amount,False,False,False,Low,False
80B16B8D0,0,,False,False,False,Low,False
801322060,0,,False,False,False,Low,False
808A53D10,0,,False,False,False,Low,False
808A4C700,0,,False,False,False,Low,False
80B176A90,0,,False,False,False,Low,False
8012FB4F0,0,,False,False,False,Low,False
80B129E20,0,,False,False,False,Low,False
801321680,0,,False,False,False,Low,False
801FE2B80,0,,False,False,False,Low,False
808BC0610,20,High total outgoing amount,False,False,False,Low,False
80B0AEFE0,0,,False,False,False,Low,False
808C12A00,0,,False,False,False,Low,False
808C09EB0,0,,False,False,False,Low,False
801366BE0,0,,False,False,False,Low,False
80B0F54C0,0,,False,False,False,Low,False
80B0FD220,0,,False,False,False,Low,False
808BC72A0,0,,False,False,False,Low,False
80136E900,20,High total outgoing amount,False,False,False,Low,False
808BBCB00,0,,False,False,False,Low,False
808BBC9C0,0,,False,False,False,Low,False
801F3B2E0,0,,False,False,False,Low,False
800BEA8F0,20,High total outgoing amount,False,False,False,Low,False
808BA3320,0,,False,False,False,Low,False
808BCB7D0,0,,False,False,False,Low,False
808BD6160,20,High total outgoing amount,False,False,False,Low,False
801FC31A0,0,,False,False,False,Low,False
808BC98E0,0,,False,False,False,Low,False
800F5CDB0,0,,False,False,False,Low,False
80B09EA70,20,High total outgoing amount,False,False,False,Low,False
80B17DB50,0,,False,False,False,Low,False
80B16E920,0,,False,False,False,Low,False
80206A310,20,High total outgoing amount,False,False,False,Low,False
8012C7160,0,,False,False,False,Low,False
80206B840,0,,False,False,False,Low,False
808960600,0,,False,False,False,Low,False
8089179F0,0,,False,False,False,Low,False
80890C090,0,,False,False,False,Low,False
80B2F8DB0,0,,False,False,False,Low,False
80207A860,0,,False,False,False,Low,False
802083970,0,,False,False,False,Low,False
80B3298F0,0,,False,False,False,Low,False
80B329AD0,0,,False,False,False,Low,False
808892D50,0,,False,False,False,Low,False
80888A460,0,,False,False,False,Low,False
80B331440,20,High total outgoing amount,False,False,False,Low,False
8012D2FC0,0,,False,False,False,Low,False
808885B30,0,,False,False,False,Low,False
8012CD230,0,,False,False,False,Low,False
808787DC0,0,,False,False,False,Low,False
8089699A0,20,High total outgoing amount,False,False,False,Low,False
80B2ADAD0,20,High total outgoing amount,False,False,False,Low,False
8082A2B90,20,High total outgoing amount,False,False,False,Low,False
80191C7C0,0,,False,False,False,Low,False
801321C80,0,,False,False,False,Low,False
801321C30,20,High total outgoing amount,False,False,False,Low,False
8089B8360,20,High total outgoing amount,False,False,False,Low,False
80B17AD30,0,,False,False,False,Low,False
8089A6B00,0,,False,False,False,Low,False
8089A20D0,0,,False,False,False,Low,False
80B1E9B70,0,,False,False,False,Low,False
8013193A0,20,High total outgoing amount,False,False,False,Low,False
80B1EB1D0,0,,False,False,False,Low,False
80B1E9130,0,,False,False,False,Low,False
800BCD3F0,0,,False,False,False,Low,False
80B1E8E20,0,,False,False,False,Low,False
80899A870,0,,False,False,False,Low,False
8089981F0,0,,False,False,False,Low,False
80205F7F0,0,,False,False,False,Low,False
80B2AE900,0,,False,False,False,Low,False
8011F42A0,20,High total outgoing amount,False,False,False,Low,False
808C8D9A0,0,,False,False,False,Low,False
80AF251F0,0,,False,False,False,Low,False
80AF21980,0,,False,False,False,Low,False
808D891C0,20,High total outgoing amount,False,False,False,Low,False
80AF2FBB0,0,,False,False,False,Low,False
806B5D9B0,20,High total outgoing amount,False,False,False,Low,False
808D85140,0,,False,False,False,Low,False
80AF34A40,0,,False,False,False,Low,False
801E85980,20,High total outgoing amount,False,False,False,Low,False
808D8F250,0,,False,False,False,Low,False
808D8BBB0,20,High total outgoing amount,False,False,False,Low,False
80AF1EB00,0,,False,False,False,Low,False
801E934D0,0,,False,False,False,Low,False
800F7B070,0,,False,False,False,Low,False
800F78F60,0,,False,False,False,Low,False
806131AA0,0,,False,False,False,Low,False
801E92A70,20,High total outgoing amount,False,False,False,Low,False
8013F1F20,0,,False,False,False,Low,False
80054CC80,0,,False,False,False,Low,False
80AF1A560,0,,False,False,False,Low,False
808D57E70,0,,False,False,False,Low,False
80AEB9D00,0,,False,False,False,Low,False
801410A90,20,High total outgoing amount,False,False,False,Low,False
808DE3D60,0,,False,False,False,Low,False
808DD9EA0,0,,False,False,False,Low,False
80AEB65E0,0,,False,False,False,Low,False
808DD5540,20,High total outgoing amount,False,False,False,Low,False
808DD2BF0,0,,False,False,False,Low,False
80AEB6CF0,20,High total outgoing amount,False,False,False,Low,False
808DC9990,0,,False,False,False,Low,False
808DCDB30,0,,False,False,False,Low,False
801E48AC0,20,High total outgoing amount,False,False,False,Low,False
808DCCC50,0,,False,False,False,Low,False
8023DE710,0,,False,False,False,Low,False
804447A90,0,,False,False,False,Low,False
8013FC020,0,,False,False,False,Low,False
808D83E20,0,,False,False,False,Low,False
80AF149E0,0,,False,False,False,Low,False
8013DD520,0,,False,False,False,Low,False
808D6DE70,0,,False,False,False,Low,False
808D3E8B0,0,,False,False,False,Low,False
808D35910,0,,False,False,False,Low,False
8013C4B00,0,,False,False,False,Low,False
801238B60,20,High total outgoing amount,False,False,False,Low,False
805F04D10,0,,False,False,False,Low,False
807357720,20,High total outgoing amount,False,False,False,Low,False
807CAADC0,0,,False,False,False,Low,False
80B041440,0,,False,False,False,Low,False
8019A50A0,20,High total outgoing amount,False,False,False,Low,False
80B025110,0,,False,False,False,Low,False
808D00B10,0,,False,False,False,Low,False
808D001E0,0,,False,False,False,Low,False
80B061400,0,,False,False,False,Low,False
80B047040,0,,False,False,False,Low,False
80B046220,20,High total outgoing amount,False,False,False,Low,False
80408CA00,20,High total outgoing amount,False,False,False,Low,False
80B0742B0,0,,False,False,False,Low,False
808D443A0,20,High total outgoing amount,False,False,False,Low,False
808D51720,0,,False,False,False,Low,False
8013D2C80,20,High total outgoing amount,False,False,False,Low,False
80AF8C0B0,0,,False,False,False,Low,False
80ADF8720,0,,False,False,False,Low,False
8013DC190,0,,False,False,False,Low,False
80AE74810,0,,False,False,False,Low,False
80AE9C840,0,,False,False,False,Low,False
808D633F0,0,,False,False,False,Low,False
8013D4200,0,,False,False,False,Low,False
801E90AB0,0,,False,False,False,Low,False
801E90F10,0,,False,False,False,Low,False
80155E110,0,,False,False,False,Low,False
8013D4A00,0,,False,False,False,Low,False
808D63DF0,0,,False,False,False,Low,False
80AF7DA50,20,High total outgoing amount,False,False,False,Low,False
800C25D00,20,High total outgoing amount,False,False,False,Low,False
8013D8140,0,,False,False,False,Low,False
80AF8A080,20,High total outgoing amount,False,False,False,Low,False
801E8F540,0,,False,False,False,Low,False
80075CBD0,20,High total outgoing amount,False,False,False,Low,False
8013D51B0,0,,False,False,False,Low,False
808D67490,20,High total outgoing amount,False,False,False,Low,False
808862900,0,,False,False,False,Low,False
800C32700,20,High total outgoing amount,False,False,False,Low,False
8004254E0,20,High total outgoing amount,False,False,False,Low,False
809D8F7E0,0,,False,False,False,Low,False
80A35EDA0,0,,False,False,False,Low,False
809D76B30,0,,False,False,False,Low,False
801910B10,0,,False,False,False,Low,False
801910A20,0,,False,False,False,Low,False
80A3DB790,0,,False,False,False,Low,False
80A3E7BD0,0,,False,False,False,Low,False
801996000,0,,False,False,False,Low,False
809D704F0,0,,False,False,False,Low,False
809D6CC50,0,,False,False,False,Low,False
801999570,0,,False,False,False,Low,False
8096DDE40,20,High total outgoing amount,False,False,False,Low,False
801998930,0,,False,False,False,Low,False
809D15E20,0,,False,False,False,Low,False
8050543B0,0,,False,False,False,Low,False
809CB8120,0,,False,False,False,Low,False
809CB22A0,20,High total outgoing amount,False,False,False,Low,False
80A33E420,0,,False,False,False,Low,False
80199D340,0,,False,False,False,Low,False
8038192C0,20,High total outgoing amount,False,False,False,Low,False
80193EFC0,0,,False,False,False,Low,False
801932500,0,,False,False,False,Low,False
80A24F290,0,,False,False,False,Low,False
80177D5A0,0,,False,False,False,Low,False
80A255D20,0,,False,False,False,Low,False
803A6BDC0,0,,False,False,False,Low,False
801605C80,0,,False,False,False,Low,False
80A250ED0,0,,False,False,False,Low,False
809DFC890,0,,False,False,False,Low,False
809E0ABE0,20,High total outgoing amount,False,False,False,Low,False
80A2A55F0,0,,False,False,False,Low,False
80A31F940,20,High total outgoing amount,False,False,False,Low,False
80176A910,0,,False,False,False,Low,False
8016BB370,0,,False,False,False,Low,False
800B113C0,0,,False,False,False,Low,False
80A341550,20,High total outgoing amount,False,False,False,Low,False
809DE8330,0,,False,False,False,Low,False
801765440,0,,False,False,False,Low,False
801764F70,0,,False,False,False,Low,False
809E18F60,0,,False,False,False,Low,False
80A40D6B0,20,High total outgoing amount,False,False,False,Low,False
809CC4070,0,,False,False,False,Low,False
80A44AB70,0,,False,False,False,Low,False
809C1D460,0,,False,False,False,Low,False
809C0F8E0,0,,False,False,False,Low,False
80A448E70,0,,False,False,False,Low,False
809C19280,0,,False,False,False,Low,False
809C15460,0,,False,False,False,Low,False
80A46D950,0,,False,False,False,Low,False
8019BB920,20,High total outgoing amount,False,False,False,Low,False
8016C8B60,0,,False,False,False,Low,False
809C1F5A0,0,,False,False,False,Low,False
809C19D10,0,,False,False,False,Low,False
80A482DB0,20,High total outgoing amount,False,False,False,Low,False
809BE9B30,0,,False,False,False,Low,False
8016C1F70,0,,False,False,False,Low,False
8016C1450,0,,False,False,False,Low,False
8016C12C0,0,,False,False,False,Low,False
80A483760,0,,False,False,False,Low,False
80A44AB20,0,,False,False,False,Low,False
801996A10,0,,False,False,False,Low,False
