Account,Degree,In_Degree,Out_Degree,Degree_Centrality
801EE1C80,1,0,1,0.00016605778811026238
80B36A800,1,1,0,0.00016605778811026238
80DC92960,1,0,1,0.00016605778811026238
80DC932C0,1,1,0,0.00016605778811026238
8059948A0,1,0,1,0.00016605778811026238
80623B2D0,1,1,0,0.00016605778811026238
81222D330,1,1,0,0.00016605778811026238
8061E9FA0,2,1,1,0.00033211557622052476
8061E0A00,2,1,1,0.00033211557622052476
80DCFDAC0,1,0,1,0.00016605778811026238
80DCFDB60,1,1,0,0.00016605778811026238
800826220,2,1,1,0.00033211557622052476
8061AE010,2,1,1,0.00033211557622052476
80073A740,2,1,1,0.00033211557622052476
803620E40,2,1,1,0.00033211557622052476
801F62550,1,0,1,0.00016605778811026238
80DD39B40,1,1,0,0.00016605778811026238
8061A29B0,2,1,1,0.00033211557622052476
803622560,2,1,1,0.00033211557622052476
80B9B81D0,1,0,1,0.00016605778811026238
80DD3F330,1,1,0,0.00016605778811026238
80DD4AEC0,2,1,1,0.00033211557622052476
80619D250,2,1,1,0.00033211557622052476
80619B1B0,2,1,1,0.00033211557622052476
80DD8F710,2,1,1,0.00033211557622052476
806196020,2,1,1,0.00033211557622052476
80DD98BC0,2,1,1,0.00033211557622052476
80D03FF80,2,1,1,0.00033211557622052476
80DDB1010,2,1,1,0.00033211557622052476
80618B9B0,2,1,1,0.00033211557622052476
803618170,2,1,1,0.00033211557622052476
800803C60,2,1,1,0.00033211557622052476
803618080,2,1,1,0.00033211557622052476
800804BA0,1,0,1,0.00016605778811026238
8008103A0,1,1,0,0.00016605778811026238
8035F8B80,2,1,1,0.00033211557622052476
8061CDED0,2,1,1,0.00033211557622052476
8061CB940,1,0,1,0.00016605778811026238
80616A7C0,1,1,0,0.00016605778811026238
807C10980,3,1,2,0.0004981733643307871
80DD0E7F0,1,1,0,0.00016605778811026238
80618D190,2,1,1,0.00033211557622052476
80619AB60,2,1,1,0.00033211557622052476
80DD0A4E0,2,1,1,0.00033211557622052476
800D76B90,1,0,1,0.00016605778811026238
8060240C0,1,1,0,0.00016605778811026238
8061C2C40,2,1,1,0.00033211557622052476
805591880,1,0,1,0.00016605778811026238
8061C1620,1,1,0,0.00016605778811026238
8033F2450,3,1,2,0.0004981733643307871
8036120F0,2,1,1,0.00033211557622052476
80DD17A00,1,1,0,0.00016605778811026238
80081CD80,2,1,1,0.00033211557622052476
8046B0F20,1,0,1,0.00016605778811026238
80DD1F5B0,1,1,0,0.00016605778811026238
800FF12C0,1,0,1,0.00016605778811026238
80DD1FFE0,1,1,0,0.00016605778811026238
803614960,2,1,1,0.00033211557622052476
8047C8CB0,1,0,1,0.00016605778811026238
80EEC47D0,2,2,0,0.00033211557622052476
800DE3000,2,1,1,0.00033211557622052476
80C8111B0,2,1,1,0.00033211557622052476
801DFC7D0,2,1,1,0.00033211557622052476
80903FAD0,2,1,1,0.00033211557622052476
80903E900,1,0,1,0.00016605778811026238
80899B900,1,1,0,0.00016605778811026238
80903DEC0,2,1,1,0.00033211557622052476
801465E30,1,0,1,0.00016605778811026238
80037CA80,1,1,0,0.00016605778811026238
80AD80370,2,1,1,0.00033211557622052476
801469590,2,1,1,0.00033211557622052476
80085B340,1,0,1,0.00016605778811026238
801E0FBF0,1,1,0,0.00016605778811026238
809039E10,2,1,1,0.00033211557622052476
8076F9330,1,0,1,0.00016605778811026238
80AD8B4E0,1,1,0,0.00016605778811026238
80AD8D390,2,1,1,0.00033211557622052476
809039BE0,2,1,1,0.00033211557622052476
80146AC00,2,1,1,0.00033211557622052476
801E18D60,2,1,1,0.00033211557622052476
808FFFE60,2,1,1,0.00033211557622052476
80ADCD730,2,1,1,0.00033211557622052476
8014699F0,2,1,1,0.00033211557622052476
80AD7AB50,2,1,1,0.00033211557622052476
80ADDC180,2,1,1,0.00033211557622052476
80AD731E0,2,1,1,0.00033211557622052476
80AD72980,2,1,1,0.00033211557622052476
8011EEF50,1,0,1,0.00016605778811026238
801DA03D0,1,1,0,0.00016605778811026238
809105E10,2,1,1,0.00033211557622052476
806AC6C10,1,0,1,0.00016605778811026238
80AC68140,1,1,0,0.00016605778811026238
801DA99A0,2,1,1,0.00033211557622052476
809100660,1,0,1,0.00016605778811026238
8031D6FD0,1,1,0,0.00016605778811026238
801481740,2,1,1,0.00033211557622052476
804A91B60,1,0,1,0.00016605778811026238
80AD02AE0,1,1,0,0.00016605778811026238
80AD08170,2,1,1,0.00033211557622052476
80AD1C230,2,1,1,0.00033211557622052476
801DCD4D0,2,1,1,0.00033211557622052476
8090B3A20,2,1,1,0.00033211557622052476
8018CCBB0,1,0,1,0.00016605778811026238
801DD4560,1,1,0,0.00016605778811026238
80AD25480,2,1,1,0.00033211557622052476
80905D430,2,1,1,0.00033211557622052476
80AD6AB20,2,1,1,0.00033211557622052476
80AD6BE40,2,1,1,0.00033211557622052476
801473230,2,1,1,0.00033211557622052476
809176680,2,1,1,0.00033211557622052476
8084E66D0,1,0,1,0.00016605778811026238
80ADDE260,1,1,0,0.00016605778811026238
801E15940,2,1,1,0.00033211557622052476
808E23BB0,2,1,1,0.00033211557622052476
80AE72240,1,0,1,0.00016605778811026238
80AE72790,1,1,0,0.00016605778811026238
8010EEE10,1,0,1,0.00016605778811026238
80AE76E10,1,1,0,0.00016605778811026238
801E4B960,2,1,1,0.00033211557622052476
808DF56F0,2,1,1,0.00033211557622052476
801422F00,2,1,1,0.00033211557622052476
808E05FD0,2,1,1,0.00033211557622052476
80636A0C0,1,0,1,0.00016605778811026238
80AE8A5D0,1,1,0,0.00016605778811026238
808E01AC0,2,1,1,0.00033211557622052476
80AE8D880,2,1,1,0.00033211557622052476
801E53E40,2,1,1,0.00033211557622052476
8021C97F0,1,0,1,0.00016605778811026238
80AE930F0,1,1,0,0.00016605778811026238
80AE94400,2,1,1,0.00033211557622052476
801E55570,2,1,1,0.00033211557622052476
808DFE580,1,0,1,0.00016605778811026238
808DFD5B0,1,1,0,0.00016605778811026238
808DF8D00,2,1,1,0.00033211557622052476
801426380,2,1,1,0.00033211557622052476
80961AD20,1,0,1,0.00016605778811026238
80ADE23D0,1,1,0,0.00016605778811026238
807C518C0,1,0,1,0.00016605778811026238
808E8AB00,1,1,0,0.00016605778811026238
801E31690,2,1,1,0.00033211557622052476
80ADE8AE0,2,1,1,0.00033211557622052476
808F73E10,2,1,1,0.00033211557622052476
80145CD30,2,1,1,0.00033211557622052476
808F6C290,2,1,1,0.00033211557622052476
80AD94340,1,0,1,0.00016605778811026238
80AD8EFF0,2,1,1,0.00033211557622052476
8011DF220,1,0,1,0.00016605778811026238
813690DB0,1,1,0,0.00016605778811026238
808F639E0,2,1,1,0.00033211557622052476
8073F5E90,1,1,0,0.00016605778811026238
801E26010,2,1,1,0.00033211557622052476
801E2D0E0,2,1,1,0.00033211557622052476
80ADFBF20,2,1,1,0.00033211557622052476
801E2E010,2,1,1,0.00033211557622052476
80ADFB350,2,1,1,0.00033211557622052476
801E2E4D0,2,1,1,0.00033211557622052476
8014540E0,2,1,1,0.00033211557622052476
80AE1B020,2,1,1,0.00033211557622052476
80AE3A460,2,1,1,0.00033211557622052476
80AE49C40,2,1,1,0.00033211557622052476
805CE9810,1,0,1,0.00016605778811026238
80AE9E030,1,1,0,0.00016605778811026238
80919E400,1,0,1,0.00016605778811026238
80919E450,1,1,0,0.00016605778811026238
801476A50,1,0,1,0.00016605778811026238
80147A2E0,1,1,0,0.00016605778811026238
801482160,1,0,1,0.00016605778811026238
80950BF10,1,1,0,0.00016605778811026238
80950B730,2,1,1,0.00033211557622052476
80AA07200,2,1,1,0.00033211557622052476
809509590,2,1,1,0.00033211557622052476
8094F9060,2,1,1,0.00033211557622052476
801C6C9B0,2,1,1,0.00033211557622052476
801535E40,2,1,1,0.00033211557622052476
802768AE0,1,0,1,0.00016605778811026238
8094F8BD0,1,1,0,0.00016605778811026238
8094F76F0,2,1,1,0.00033211557622052476
80AA1CFA0,2,1,1,0.00033211557622052476
80AA52EF0,2,1,1,0.00033211557622052476
801C74F50,2,1,1,0.00033211557622052476
8094D5690,2,1,1,0.00033211557622052476
8094C9850,2,1,1,0.00033211557622052476
80AA72290,2,1,1,0.00033211557622052476
809448840,2,1,1,0.00033211557622052476
801520B00,2,1,1,0.00033211557622052476
80A9E5E90,2,1,1,0.00033211557622052476
801C67960,1,1,0,0.00016605778811026238
800F79B00,1,0,1,0.00016605778811026238
801C57450,1,1,0,0.00016605778811026238
80A9EFAE0,2,1,1,0.00033211557622052476
80A977430,2,1,1,0.00033211557622052476
801C075F0,2,1,1,0.00033211557622052476
80A980270,1,0,1,0.00016605778811026238
80A9803B0,1,1,0,0.00016605778811026238
801C076E0,2,1,1,0.00033211557622052476
80A983A60,2,1,1,0.00033211557622052476
809581ED0,2,1,1,0.00033211557622052476
80A993200,2,1,1,0.00033211557622052476
80957D470,2,1,1,0.00033211557622052476
806BA6E70,1,0,1,0.00016605778811026238
80A9B8DE0,1,1,0,0.00016605778811026238
809577DC0,1,1,0,0.00016605778811026238
801C20280,1,1,0,0.00016605778811026238
80A9D7100,2,1,1,0.00033211557622052476
80A9D71F0,2,1,1,0.00033211557622052476
8052D8EC0,1,0,1,0.00016605778811026238
809570620,1,1,0,0.00016605778811026238
801C28010,2,1,1,0.00033211557622052476
8013EC1D0,1,0,1,0.00016605778811026238
809555790,1,1,0,0.00016605778811026238
80A9DF220,2,1,1,0.00033211557622052476
80AC032E0,2,1,1,0.00033211557622052476
801C6A090,2,1,1,0.00033211557622052476
801508E40,2,1,1,0.00033211557622052476
8092EDA80,2,1,1,0.00033211557622052476
809297400,1,0,1,0.00016605778811026238
818B6CAC0,1,1,0,0.00016605778811026238
8014AFE70,2,1,1,0.00033211557622052476
80AB882C0,2,1,1,0.00033211557622052476
801494CD0,2,1,1,0.00033211557622052476
8082D1590,1,0,1,0.00016605778811026238
809263440,1,1,0,0.00016605778811026238
80925F920,1,0,1,0.00016605778811026238
80925F080,1,1,0,0.00016605778811026238
809231F70,2,1,1,0.00033211557622052476
8092325B0,2,1,1,0.00033211557622052476
8007BB5A0,1,0,1,0.00016605778811026238
80149E720,1,1,0,0.00016605778811026238
801D8E760,2,1,1,0.00033211557622052476
801D8D860,2,1,1,0.00033211557622052476
801435FD0,2,1,1,0.00033211557622052476
8091CF8C0,2,1,1,0.00033211557622052476
8091D07B0,2,1,1,0.00033211557622052476
80919DFA0,2,1,1,0.00033211557622052476
80147A420,1,0,1,0.00016605778811026238
801452DB0,1,1,0,0.00016605778811026238
80AB76400,2,1,1,0.00033211557622052476
80071F430,1,0,1,0.00016605778811026238
8093B3250,1,1,0,0.00016605778811026238
80AB75190,2,1,1,0.00033211557622052476
8009E1BE0,2,1,1,0.00033211557622052476
80150AF30,2,1,1,0.00033211557622052476
801C8DF20,2,1,1,0.00033211557622052476
809383C50,2,1,1,0.00033211557622052476
801509430,2,1,1,0.00033211557622052476
80AA930F0,2,1,1,0.00033211557622052476
80AAB3F20,2,1,1,0.00033211557622052476
8014D3C70,2,1,1,0.00033211557622052476
80013D2A0,1,0,1,0.00016605778811026238
80AB059B0,1,1,0,0.00016605778811026238
809389610,2,1,1,0.00033211557622052476
801CB9E40,2,1,1,0.00033211557622052476
801CE06A0,2,1,1,0.00033211557622052476
80561C340,3,1,2,0.0004981733643307871
80AB12A00,1,1,0,0.00016605778811026238
80AB1AEC0,2,1,1,0.00033211557622052476
80AB1C5C0,1,0,1,0.00016605778811026238
80AB20090,1,1,0,0.00016605778811026238
809321620,2,1,1,0.00033211557622052476
801D28340,2,1,1,0.00033211557622052476
8009E3C00,1,0,1,0.00016605778811026238
8013E8D00,1,1,0,0.00016605778811026238
809312510,2,1,1,0.00033211557622052476
801416550,2,1,1,0.00033211557622052476
800D50150,1,0,1,0.00016605778811026238
808DEF1B0,1,1,0,0.00016605778811026238
80AEA9170,2,1,1,0.00033211557622052476
80132B560,3,2,1,0.0004981733643307871
808BA0520,2,1,1,0.00033211557622052476
80B110F70,1,0,1,0.00016605778811026238
80AB70AB0,1,1,0,0.00016605778811026238
8012F6120,2,1,1,0.00033211557622052476
8021A9150,1,0,1,0.00016605778811026238
808B95200,1,1,0,0.00016605778811026238
80B156F90,2,1,1,0.00033211557622052476
808B3CA60,2,1,1,0.00033211557622052476
808AE1F00,2,1,1,0.00033211557622052476
80B161770,2,1,1,0.00033211557622052476
80B162E20,2,1,1,0.00033211557622052476
808A85CB0,2,1,1,0.00033211557622052476
80B16B8D0,2,1,1,0.00033211557622052476
801322060,2,1,1,0.00033211557622052476
808A53D10,2,1,1,0.00033211557622052476
808A4C700,2,1,1,0.00033211557622052476
80B176A90,2,1,1,0.00033211557622052476
8012FB4F0,2,1,1,0.00033211557622052476
80B129E20,2,1,1,0.00033211557622052476
801321680,2,1,1,0.00033211557622052476
801FE2B80,2,1,1,0.00033211557622052476
808BC0610,2,1,1,0.00033211557622052476
80B0AEFE0,2,1,1,0.00033211557622052476
808C12A00,2,1,1,0.00033211557622052476
808C09EB0,2,1,1,0.00033211557622052476
801366BE0,2,1,1,0.00033211557622052476
80B0F54C0,1,0,1,0.00016605778811026238
80B0F4B30,1,1,0,0.00016605778811026238
80B0FD220,2,1,1,0.00033211557622052476
808BC72A0,2,1,1,0.00033211557622052476
80136E900,2,1,1,0.00033211557622052476
808BBCB00,2,1,1,0.00033211557622052476
808BBC9C0,2,1,1,0.00033211557622052476
801F3B2E0,1,0,1,0.00016605778811026238
801F3B240,1,1,0,0.00016605778811026238
800BEA8F0,1,0,1,0.00016605778811026238
801F3DEB0,1,1,0,0.00016605778811026238
808BA3320,2,1,1,0.00033211557622052476
808BCB7D0,2,1,1,0.00033211557622052476
808BD6160,2,1,1,0.00033211557622052476
801FC31A0,2,1,1,0.00033211557622052476
808BC98E0,2,1,1,0.00033211557622052476
800F5CDB0,1,0,1,0.00016605778811026238
801330250,1,1,0,0.00016605778811026238
80B09EA70,2,1,1,0.00033211557622052476
80B17DB50,3,2,1,0.0004981733643307871
80B16E920,2,1,1,0.00033211557622052476
80206A310,2,1,1,0.00033211557622052476
8012C7160,2,1,1,0.00033211557622052476
80206B840,2,1,1,0.00033211557622052476
808960600,2,1,1,0.00033211557622052476
8089179F0,2,1,1,0.00033211557622052476
80890C090,1,0,1,0.00016605778811026238
80EA9D450,1,1,0,0.00016605778811026238
80B2F8DB0,2,1,1,0.00033211557622052476
8088F74F0,1,1,0,0.00016605778811026238
80207A860,2,1,1,0.00033211557622052476
802083970,2,1,1,0.00033211557622052476
80B3298F0,2,1,1,0.00033211557622052476
80B329AD0,1,0,1,0.00016605778811026238
8180998E0,1,1,0,0.00016605778811026238
808892D50,2,1,1,0.00033211557622052476
80888A460,2,1,1,0.00033211557622052476
80B331440,2,1,1,0.00033211557622052476
8012D2FC0,2,1,1,0.00033211557622052476
808885B30,2,1,1,0.00033211557622052476
8012CD230,2,1,1,0.00033211557622052476
808787DC0,1,0,1,0.00016605778811026238
8089699A0,2,1,1,0.00033211557622052476
80B2ADAD0,2,1,1,0.00033211557622052476
8082A2B90,1,0,1,0.00016605778811026238
808A0E260,1,1,0,0.00016605778811026238
80191C7C0,1,0,1,0.00016605778811026238
8089BE550,1,1,0,0.00016605778811026238
801321C80,2,1,1,0.00033211557622052476
801321C30,2,1,1,0.00033211557622052476
8089B8360,2,1,1,0.00033211557622052476
80B17AD30,1,0,1,0.00016605778811026238
80F177A40,1,1,0,0.00016605778811026238
8089A6B00,2,1,1,0.00033211557622052476
8089A20D0,2,1,1,0.00033211557622052476
80B1E9B70,2,1,1,0.00033211557622052476
8013193A0,2,1,1,0.00033211557622052476
80B1EB1D0,2,1,1,0.00033211557622052476
80B1E9130,2,1,1,0.00033211557622052476
800BCD3F0,1,0,1,0.00016605778811026238
80899AFF0,1,1,0,0.00016605778811026238
80B1E8E20,2,1,1,0.00033211557622052476
80899A870,2,1,1,0.00033211557622052476
8089981F0,2,1,1,0.00033211557622052476
80205F7F0,2,1,1,0.00033211557622052476
80B2AE900,2,1,1,0.00033211557622052476
8011F42A0,1,0,1,0.00016605778811026238
808C60160,1,1,0,0.00016605778811026238
808C8D9A0,2,1,1,0.00033211557622052476
80B079970,1,1,0,0.00016605778811026238
80AF251F0,2,1,1,0.00033211557622052476
80AF21980,2,1,1,0.00033211557622052476
80AF2B0C0,1,1,0,0.00016605778811026238
808D891C0,2,1,1,0.00033211557622052476
80AF2FBB0,2,1,1,0.00033211557622052476
806B5D9B0,1,0,1,0.00016605778811026238
80AF303A0,1,1,0,0.00016605778811026238
808D85140,2,1,1,0.00033211557622052476
80AF34A40,2,1,1,0.00033211557622052476
801E85980,2,1,1,0.00033211557622052476
808D8F250,2,1,1,0.00033211557622052476
808D8BBB0,2,1,1,0.00033211557622052476
80AF1EB00,2,1,1,0.00033211557622052476
801E934D0,2,1,1,0.00033211557622052476
800F7B070,2,1,1,0.00033211557622052476
800F78F60,2,1,1,0.00033211557622052476
806131AA0,1,0,1,0.00016605778811026238
808D88610,1,1,0,0.00016605778811026238
801E92A70,2,1,1,0.00033211557622052476
8013F1F20,2,1,1,0.00033211557622052476
80054CC80,1,0,1,0.00016605778811026238
801E73E70,1,1,0,0.00016605778811026238
80AF1A560,2,1,1,0.00033211557622052476
808D57E70,2,1,1,0.00033211557622052476
80AEB9D00,2,1,1,0.00033211557622052476
801410A90,2,1,1,0.00033211557622052476
808DE3D60,2,1,1,0.00033211557622052476
808DD9EA0,2,1,1,0.00033211557622052476
80AEB65E0,2,1,1,0.00033211557622052476
808DD5540,2,1,1,0.00033211557622052476
808DD2BF0,2,1,1,0.00033211557622052476
80AEB6CF0,1,0,1,0.00016605778811026238
80AEC6C80,1,1,0,0.00016605778811026238
808DC9990,2,1,1,0.00033211557622052476
808DCDB30,2,1,1,0.00033211557622052476
801E48AC0,2,1,1,0.00033211557622052476
808DCCC50,2,1,1,0.00033211557622052476
8023DE710,1,0,1,0.00016605778811026238
808DCD0D0,1,1,0,0.00016605778811026238
804447A90,1,0,1,0.00016605778811026238
808DA5390,1,1,0,0.00016605778811026238
8013FC020,2,1,1,0.00033211557622052476
808D83E20,2,1,1,0.00033211557622052476
80AF149E0,2,1,1,0.00033211557622052476
8013DD520,2,1,1,0.00033211557622052476
808D6DE70,2,1,1,0.00033211557622052476
808D3E8B0,1,0,1,0.00016605778811026238
808D3E410,1,1,0,0.00016605778811026238
808D35910,1,0,1,0.00016605778811026238
808D35960,1,1,0,0.00016605778811026238
8013C4B00,2,1,1,0.00033211557622052476
801238B60,2,0,2,0.00033211557622052476
801EA1340,1,1,0,0.00016605778811026238
805F04D10,1,0,1,0.00016605778811026238
808D2DCB0,1,1,0,0.00016605778811026238
807357720,1,0,1,0.00016605778811026238
808D24CF0,1,1,0,0.00016605778811026238
807CAADC0,1,0,1,0.00016605778811026238
80B03EA70,1,1,0,0.00016605778811026238
80B041440,3,2,1,0.0004981733643307871
8019A50A0,1,0,1,0.00016605778811026238
801E87C80,1,1,0,0.00016605778811026238
80B025110,2,1,1,0.00033211557622052476
808D00B10,2,1,1,0.00033211557622052476
808D001E0,2,1,1,0.00033211557622052476
80B061400,1,0,1,0.00016605778811026238
80B0603F0,1,1,0,0.00016605778811026238
80B047040,2,1,1,0.00033211557622052476
80B046220,2,1,1,0.00033211557622052476
80408CA00,1,0,1,0.00016605778811026238
80B06F460,1,1,0,0.00016605778811026238
80B0742B0,2,1,1,0.00033211557622052476
808D443A0,3,2,1,0.0004981733643307871
808D51720,1,0,1,0.00016605778811026238
808D51770,1,1,0,0.00016605778811026238
8013D2C80,2,1,1,0.00033211557622052476
80AF8C0B0,2,1,1,0.00033211557622052476
80ADF8720,2,1,1,0.00033211557622052476
8013DC190,2,1,1,0.00033211557622052476
80AE74810,2,1,1,0.00033211557622052476
80AE9C840,2,1,1,0.00033211557622052476
808D633F0,2,1,1,0.00033211557622052476
8013D4200,2,1,1,0.00033211557622052476
801E90AB0,2,1,1,0.00033211557622052476
801E90F10,2,1,1,0.00033211557622052476
80155E110,2,1,1,0.00033211557622052476
8013D4A00,2,1,1,0.00033211557622052476
808D63DF0,2,1,1,0.00033211557622052476
80AF7DA50,2,1,1,0.00033211557622052476
800C25D00,1,0,1,0.00016605778811026238
808D5EA80,1,1,0,0.00016605778811026238
8013D8140,2,1,1,0.00033211557622052476
80AF8A080,1,0,1,0.00016605778811026238
80AF8A5B0,1,1,0,0.00016605778811026238
801E8F540,2,1,1,0.00033211557622052476
80075CBD0,1,0,1,0.00016605778811026238
8013D51B0,3,2,1,0.0004981733643307871
808D67490,2,1,1,0.00033211557622052476
808862900,1,0,1,0.00016605778811026238
808850B90,1,1,0,0.00016605778811026238
800C32700,1,0,1,0.00016605778811026238
801560E00,1,1,0,0.00016605778811026238
8004254E0,1,0,1,0.00016605778811026238
80A968C50,1,1,0,0.00016605778811026238
809D8F7E0,2,1,1,0.00033211557622052476
80A35EDA0,2,1,1,0.00033211557622052476
809D76B30,2,1,1,0.00033211557622052476
801910B10,2,1,1,0.00033211557622052476
801910A20,2,1,1,0.00033211557622052476
80A3DB790,2,1,1,0.00033211557622052476
80A3E7BD0,2,1,1,0.00033211557622052476
801996000,2,1,1,0.00033211557622052476
809D704F0,2,1,1,0.00033211557622052476
809D6CC50,2,1,1,0.00033211557622052476
801999570,2,1,1,0.00033211557622052476
8096DDE40,1,0,1,0.00016605778811026238
809D47A70,1,1,0,0.00016605778811026238
801998930,2,1,1,0.00033211557622052476
809D15E20,2,1,1,0.00033211557622052476
8050543B0,1,0,1,0.00016605778811026238
809D16A00,1,1,0,0.00016605778811026238
809CB8120,2,1,1,0.00033211557622052476
809CB22A0,2,1,1,0.00033211557622052476
80A33E420,1,0,1,0.00016605778811026238
800D352F0,1,1,0,0.00016605778811026238
80199D340,2,1,1,0.00033211557622052476
8038192C0,3,1,2,0.0004981733643307871
809DA5BA0,1,1,0,0.00016605778811026238
80193EFC0,2,1,1,0.00033211557622052476
801932500,2,1,1,0.00033211557622052476
80A24F290,2,1,1,0.00033211557622052476
80177D5A0,2,1,1,0.00033211557622052476
80A255D20,2,1,1,0.00033211557622052476
803A6BDC0,1,0,1,0.00016605778811026238
809E13B70,1,1,0,0.00016605778811026238
801605C80,1,0,1,0.00016605778811026238
80A251A00,1,1,0,0.00016605778811026238
80A250ED0,2,1,1,0.00033211557622052476
809DFC890,2,1,1,0.00033211557622052476
809E0ABE0,2,1,1,0.00033211557622052476
80A2A55F0,2,1,1,0.00033211557622052476
80A31F940,2,1,1,0.00033211557622052476
80176A910,2,1,1,0.00033211557622052476
8016BB370,2,1,1,0.00033211557622052476
800B113C0,1,0,1,0.00016605778811026238
801767770,1,1,0,0.00016605778811026238
80A341550,1,0,1,0.00016605778811026238
80A3418F0,1,1,0,0.00016605778811026238
809DE8330,2,1,1,0.00033211557622052476
801765440,2,1,1,0.00033211557622052476
801764F70,2,1,1,0.00033211557622052476
809E18F60,2,1,1,0.00033211557622052476
80A40D6B0,2,1,1,0.00033211557622052476
809CC4070,2,1,1,0.00033211557622052476
80A44AB70,1,0,1,0.00016605778811026238
8138259D0,1,1,0,0.00016605778811026238
809C1D460,1,0,1,0.00016605778811026238
802130F20,1,1,0,0.00016605778811026238
809C0F8E0,2,1,1,0.00033211557622052476
80A448E70,1,0,1,0.00016605778811026238
80F554E90,1,1,0,0.00016605778811026238
809C19280,2,1,1,0.00033211557622052476
809C15460,2,1,1,0.00033211557622052476
80A46D950,2,1,1,0.00033211557622052476
8019BB920,2,1,1,0.00033211557622052476
8016C8B60,2,1,1,0.00033211557622052476
809C1F5A0,2,1,1,0.00033211557622052476
809C19D10,2,1,1,0.00033211557622052476
80A482DB0,2,1,1,0.00033211557622052476
809BE9B30,2,1,1,0.00033211557622052476
8016C1F70,1,0,1,0.00016605778811026238
8016C06F0,1,1,0,0.00016605778811026238
8016C1450,2,1,1,0.00033211557622052476
8016C12C0,2,1,1,0.00033211557622052476
80A483760,2,1,1,0.00033211557622052476
80A44AB20,2,1,1,0.00033211557622052476
801996A10,2,1,1,0.00033211557622052476
8016E6510,2,1,1,0.00033211557622052476
8018E5660,1,0,1,0.00016605778811026238
8019B31E0,1,1,0,0.00016605778811026238
80005B2F0,1,0,1,0.00016605778811026238
8019A1C50,1,1,0,0.00016605778811026238
809CC70F0,2,1,1,0.00033211557622052476
8019A11A0,2,1,1,0.00033211557622052476
809CC4300,2,1,1,0.00033211557622052476
809CC3B60,2,1,1,0.00033211557622052476
809399B50,1,0,1,0.00016605778811026238
80A422F60,1,1,0,0.00016605778811026238
8016E6C90,2,1,1,0.00033211557622052476
809CB8490,2,1,1,0.00033211557622052476
8019A5FF0,2,1,1,0.00033211557622052476
8019A70D0,2,1,1,0.00033211557622052476
80A4063D0,2,1,1,0.00033211557622052476
809BEB8A0,2,1,1,0.00033211557622052476
8016F1800,2,1,1,0.00033211557622052476
809C409B0,2,1,1,0.00033211557622052476
809C0D2B0,2,1,1,0.00033211557622052476
80A445570,2,1,1,0.00033211557622052476
809C26270,2,1,1,0.00033211557622052476
80A452520,2,1,1,0.00033211557622052476
8019C60E0,2,1,1,0.00033211557622052476
80192F060,2,1,1,0.00033211557622052476
80A225A60,2,1,1,0.00033211557622052476
80A037860,2,1,1,0.00033211557622052476
809EF6540,2,1,1,0.00033211557622052476
8018D45C0,2,1,1,0.00033211557622052476
80A042410,2,1,1,0.00033211557622052476
8017F9620,2,1,1,0.00033211557622052476
80773F680,1,0,1,0.00016605778811026238
809E27DF0,1,1,0,0.00016605778811026238
8018D0FD0,2,1,1,0.00033211557622052476
809E2F7E0,2,1,1,0.00033211557622052476
80A04E0C0,2,1,1,0.00033211557622052476
80726D010,1,0,1,0.00016605778811026238
80A04F310,1,1,0,0.00016605778811026238
809E8C880,2,1,1,0.00033211557622052476
80A053C00,2,1,1,0.00033211557622052476
80A058DB0,2,1,1,0.00033211557622052476
8017F09D0,2,1,1,0.00033211557622052476
80A05B860,2,1,1,0.00033211557622052476
809F0C5F0,2,1,1,0.00033211557622052476
804371D40,1,0,1,0.00016605778811026238
80A05CE40,1,1,0,0.00016605778811026238
809F0BDC0,2,1,1,0.00033211557622052476
803494D30,1,0,1,0.00016605778811026238
809F13B00,1,1,0,0.00016605778811026238
8018A4D50,2,1,1,0.00033211557622052476
809FE8900,2,1,1,0.00033211557622052476
80927AD70,2,1,1,0.00033211557622052476
808BF4640,1,0,1,0.00016605778811026238
809FED080,1,1,0,0.00016605778811026238
8018415F0,2,1,1,0.00033211557622052476
809FFDDC0,2,1,1,0.00033211557622052476
80A002DB0,1,0,1,0.00016605778811026238
80A002E00,1,1,0,0.00016605778811026238
8008743F0,1,0,1,0.00016605778811026238
8018B0550,1,1,0,0.00016605778811026238
80A007370,2,1,1,0.00033211557622052476
809F6C550,2,1,1,0.00033211557622052476
8018B1470,2,1,1,0.00033211557622052476
801FEFA60,1,0,1,0.00016605778811026238
80A00F7A0,1,1,0,0.00016605778811026238
809F31950,2,1,1,0.00033211557622052476
801234270,1,0,1,0.00016605778811026238
8018BFFF0,1,1,0,0.00016605778811026238
800C676A0,1,0,1,0.00016605778811026238
8012F7750,1,1,0,0.00016605778811026238
803285C60,1,0,1,0.00016605778811026238
809F14DA0,1,1,0,0.00016605778811026238
80A01F7D0,2,1,1,0.00033211557622052476
809F11490,2,1,1,0.00033211557622052476
809E1B8D0,1,0,1,0.00016605778811026238
80E6B53B0,1,1,0,0.00016605778811026238
80A05FFE0,2,1,1,0.00033211557622052476
809FEB2A0,2,1,1,0.00033211557622052476
80175DC80,2,1,1,0.00033211557622052476
80A16EBF0,2,1,1,0.00033211557622052476
80A10D9B0,2,1,1,0.00033211557622052476
80176CBA0,2,1,1,0.00033211557622052476
80A1F0710,1,1,0,0.00016605778811026238
